layer,stream,head,band,theta_k,C_k,S_k,rho,sigma1_sq,sigma2_sq,var_ratio,rope_var_rho0,rope_var_full
0,Q,0,47,1.154781985e-03,-0.211624,0.207453,-0.073027,1.303944e-01,9.015084e-02,1.446403,1.060144e-01,1.076569e-01
0,Q,0,48,1.000000000e-03,-0.199597,0.385077,0.315130,2.154832e-01,2.788568e-01,0.772738,2.534946e-01,2.237482e-01
0,Q,0,49,8.659643234e-04,-0.111657,0.540910,-0.337304,3.375792e-01,1.129266e-01,2.989370,2.127109e-01,2.483341e-01
0,Q,0,50,7.498942093e-04,0.022292,0.650353,-0.298371,2.542257e+00,4.224239e-01,6.018260,1.505968e+00,1.707057e+00
0,Q,0,51,6.493816316e-04,0.173724,0.709245,-0.077689,1.911902e-01,1.059443e+00,0.180463,5.498981e-01,5.746968e-01
0,Q,0,52,5.623413252e-04,0.322370,0.724679,0.421453,6.021660e-02,1.643152e-01,0.366470,9.548678e-02,6.510655e-02
0,Q,0,53,4.869675252e-04,0.456647,0.707750,0.539504,7.287598e-02,1.781549e-01,0.409060,1.014778e-01,5.797016e-02
0,Q,0,54,4.216965034e-04,0.571593,0.669410,0.548011,1.731361e-01,5.666185e-01,0.305560,2.574213e-01,1.425210e-01
0,Q,0,55,3.651741273e-04,0.666452,0.618679,-0.522164,2.388961e+00,1.455567e-01,16.412581,2.014819e+00,2.205319e+00
0,Q,0,56,3.162277660e-04,0.742743,0.562238,0.223712,2.757556e-01,1.090451e-01,2.528821,2.543118e-01,2.325008e-01
0,Q,0,57,2.738419634e-04,0.802978,0.504661,0.141447,1.544755e-01,2.865565e-01,0.539075,1.674869e-01,1.524684e-01
0,Q,0,58,2.371373706e-04,0.849905,0.448857,-0.285003,2.491369e-01,4.063459e-01,0.613115,2.609351e-01,3.016379e-01
0,Q,0,59,2.053525026e-04,0.886105,0.396526,0.244410,1.193852e+00,3.485563e-01,3.425135,1.145715e+00,1.083197e+00
0,Q,0,60,1.778279410e-04,0.913831,0.348535,-0.046751,6.138085e-01,5.554358e-01,1.105094,6.112935e-01,6.208076e-01
0,Q,0,61,1.539926526e-04,0.934951,0.305203,-0.012215,9.288697e-02,6.227476e-01,0.149157,1.101204e-01,1.110170e-01
0,Q,0,62,1.333521432e-04,0.950977,0.266509,-0.214043,5.668642e-01,7.117753e-01,0.796409,5.704162e-01,6.066509e-01
0,Q,0,63,1.154781985e-04,0.963100,0.232234,0.475237,1.046072e-01,1.986184e-01,0.526674,1.063417e-01,9.043328e-02
0,Q,1,0,1.000000000e+00,-0.000141,-0.000114,-0.771013,6.230485e-01,9.396735e-01,0.663048,7.813833e-01,7.813158e-01
0,Q,1,1,8.659643234e-01,-0.000513,0.000381,-0.550206,3.518504e-01,2.168248e-01,1.622741,2.843029e-01,2.843609e-01
0,Q,1,2,7.498942093e-01,-0.000302,-0.000091,-0.362303,1.686579e+00,4.583165e-01,3.679943,1.072262e+00,1.072233e+00
0,Q,1,3,6.493816316e-01,-0.000082,0.000691,-0.540424,3.371480e-01,6.387660e-01,0.527811,4.879694e-01,4.881428e-01
0,Q,1,4,5.623413252e-01,-0.000657,0.000585,0.567359,9.007646e-01,4.569154e-01,1.971403,6.786941e-01,6.784812e-01
0,Q,1,5,4.869675252e-01,-0.000345,0.000973,0.060570,9.119204e-01,1.010154e-01,9.027543,5.063280e-01,5.063101e-01
0,Q,1,6,4.216965034e-01,-0.000354,-0.000042,0.179958,4.213576e-01,1.373969e+00,0.306672,8.978318e-01,8.978376e-01
0,Q,1,7,3.651741273e-01,0.000207,0.000125,0.130043,6.227269e-02,8.006939e-01,0.077773,4.314069e-01,4.314033e-01
0,Q,1,8,3.162277660e-01,0.000501,0.000498,0.020615,8.388680e-02,1.518335e-01,0.552492,1.178431e-01,1.178420e-01
0,Q,1,9,2.738419634e-01,-0.000581,0.001707,-0.407053,9.668982e-02,2.108486e-01,0.458575,1.538024e-01,1.539016e-01
0,Q,1,10,2.371373706e-01,-0.000989,0.001734,-0.599645,3.262342e-01,1.693270e-01,1.926652,2.477029e-01,2.479474e-01
0,Q,1,11,2.053525026e-01,-0.000937,0.000196,0.184239,2.433832e-01,8.453112e-02,2.879214,1.638827e-01,1.638775e-01
0,Q,1,12,1.778279410e-01,-0.000637,0.000035,-0.176258,1.346736e-01,1.216365e-01,1.107181,1.281509e-01,1.281517e-01
0,Q,1,13,1.539926526e-01,0.000591,0.002928,0.198907,3.470181e-01,1.240126e-01,2.798250,2.355812e-01,2.354604e-01
0,Q,1,14,1.333521432e-01,-0.000775,0.000062,-0.503481,2.820067e-01,2.035689e-01,1.385313,2.427574e-01,2.427649e-01
0,Q,1,15,1.154781985e-01,0.001777,0.002740,-0.398543,3.133944e-01,1.053102e-01,2.975918,2.095372e-01,2.097356e-01
0,Q,1,16,1.000000000e-01,0.002108,0.001763,0.263572,9.183536e-02,2.170794e-01,0.423050,1.543254e-01,1.542598e-01
0,Q,1,17,8.659643234e-02,0.000356,0.005570,0.178774,1.299962e-01,1.403475e-01,0.926245,1.351700e-01,1.350355e-01
0,Q,1,18,7.498942093e-02,-0.002202,0.000644,-0.382210,5.515179e-01,1.268304e-01,4.348466,3.387066e-01,3.387718e-01
0,Q,1,19,6.493816316e-02,0.002888,0.005838,-0.217912,6.734442e-02,2.414275e-01,0.278943,1.541346e-01,1.542968e-01
0,Q,1,20,5.623413252e-02,-0.004023,0.006479,0.404574,1.787729e-01,9.285204e-02,1.925353,1.356397e-01,1.353019e-01
0,Q,1,21,4.869675252e-02,-0.005259,0.004912,-0.385911,8.811072e-01,1.107515e-01,7.955715,4.939038e-01,4.944959e-01
0,Q,1,22,4.216965034e-02,-0.000137,0.011576,0.363312,5.068034e-01,7.696351e-02,6.584983,2.918541e-01,2.910234e-01
0,Q,1,23,3.651741273e-02,-0.006439,0.004164,-0.201404,2.875948e-01,1.130837e-01,2.543204,1.997774e-01,1.999286e-01
0,Q,1,24,3.162277660e-02,-0.005526,0.013351,-0.207676,5.019683e-01,1.433743e-01,3.501104,3.216805e-01,3.224244e-01
0,Q,1,25,2.738419634e-02,-0.007252,0.003401,0.228616,1.963411e-01,5.156902e-01,0.380735,3.571737e-01,3.569263e-01
0,Q,1,26,2.371373706e-02,0.002145,0.020309,0.197677,1.044818e-01,1.410315e-01,0.740840,1.227175e-01,1.222302e-01
0,Q,1,27,2.053525026e-02,0.007325,0.021056,0.532520,1.543658e-01,9.936394e-02,1.553539,1.270663e-01,1.256776e-01
0,Q,1,28,1.778279410e-02,-0.007991,0.025063,0.365883,1.500518e-01,1.076542e-01,1.393832,1.286836e-01,1.275181e-01
0,Q,1,29,1.539926526e-02,0.003815,0.000527,0.244920,1.671502e-01,1.387281e-01,1.204876,1.529934e-01,1.529737e-01
0,Q,1,30,1.333521432e-02,-0.017483,0.024473,0.111581,1.586261e-01,1.857557e-01,0.853950,1.724281e-01,1.719593e-01
0,Q,1,31,1.154781985e-02,-0.004186,0.041912,-0.621797,4.274634e-01,1.883720e-01,2.269251,3.074173e-01,3.148125e-01
0,Q,1,32,1.000000000e-02,-0.003392,0.048624,-0.291924,1.168191e-01,2.060496e-01,0.566946,1.615857e-01,1.637879e-01
0,Q,1,33,8.659643234e-03,-0.022692,0.045249,0.320242,1.027192e+00,1.443959e-01,7.113722,5.757775e-01,5.701968e-01
0,Q,1,34,7.498942093e-03,-0.021037,0.007504,-0.345591,9.319660e-02,1.050925e-01,0.886805,9.926968e-02,9.952633e-02
0,Q,1,35,6.493816316e-03,0.037170,0.033903,0.112615,1.685643e-01,1.683763e-01,1.001117,1.684738e-01,1.678306e-01
0,Q,1,36,5.623413252e-03,-0.037860,0.065093,-0.250019,1.243821e-01,1.660988e-01,0.748844,1.460301e-01,1.483693e-01
0,Q,1,37,4.869675252e-03,0.044471,0.027461,-0.332032,6.975062e-02,1.575730e-01,0.442656,1.117091e-01,1.126650e-01
0,Q,1,38,4.216965034e-03,-0.058139,0.058002,-0.450586,1.851788e-01,1.930102e+00,0.095942,1.108364e+00,1.123989e+00
0,Q,1,39,3.651741273e-03,0.045170,0.115920,0.607956,1.060398e+01,2.680537e-02,395.591665,5.554278e+00,5.516705e+00
0,Q,1,40,3.162277660e-03,0.029071,0.005782,-0.855823,5.600982e-02,8.419859e+00,0.006652,4.116362e+00,4.119760e+00
0,Q,1,41,2.738419634e-03,-0.087176,0.069373,0.630468,1.745762e-01,1.689687e-01,1.033187,1.715280e-01,1.640161e-01
0,Q,1,42,2.371373706e-03,-0.029757,0.201586,-0.828589,2.134316e-01,1.093254e+00,0.195226,6.664332e-01,7.471175e-01
0,Q,1,43,2.053525026e-03,0.100528,0.181971,0.585415,1.288601e-01,1.738537e-01,0.741198,1.490953e-01,1.331506e-01
0,Q,1,44,1.778279410e-03,0.115461,0.063392,-0.004299,1.798308e-01,3.229052e-01,0.556915,2.431082e-01,2.431739e-01
0,Q,1,45,1.539926526e-03,0.003861,0.000053,0.082384,2.736716e-01,1.881825e-01,1.454288,2.310921e-01,2.310911e-01
0,Q,1,46,1.333521432e-03,-0.134071,0.058145,0.099136,1.057452e-01,1.633728e-01,0.647264,1.384221e-01,1.376644e-01
0,Q,1,47,1.154781985e-03,-0.211624,0.207453,0.107386,3.813489e-01,1.724559e-01,2.211284,2.547990e-01,2.490860e-01
0,Q,1,48,1.000000000e-03,-0.199597,0.385077,-0.138153,1.205640e-01,3.300470e-01,0.365293,2.462116e-01,2.568238e-01
0,Q,1,49,8.659643234e-04,-0.111657,0.540910,-0.108664,2.438176e-01,9.158503e-02,2.662199,1.592024e-01,1.679857e-01
0,Q,1,50,7.498942093e-04,0.022292,0.650353,-0.470622,2.713393e-01,3.832722e-01,0.707955,3.260582e-01,4.247614e-01
0,Q,1,51,6.493816316e-04,0.173724,0.709245,-0.202633,2.189348e-01,1.778115e-01,1.231275,2.019452e-01,2.303011e-01
0,Q,1,52,5.623413252e-04,0.322370,0.724679,-0.163330,1.446054e-01,1.512441e-01,0.956106,1.468547e-01,1.643589e-01
0,Q,1,53,4.869675252e-04,0.456647,0.707750,-0.028460,1.237014e-01,3.276395e-01,0.377553,1.791066e-01,1.831618e-01
0,Q,1,54,4.216965034e-04,0.571593,0.669410,-0.284758,2.271313e-01,1.640884e-01,1.384201,2.136273e-01,2.504271e-01
0,Q,1,55,3.651741273e-04,0.666452,0.618679,-0.402612,1.771368e-01,1.271710e-01,1.392902,1.688038e-01,2.061891e-01
0,Q,1,56,3.162277660e-04,0.742743,0.562238,-0.363347,1.481764e-01,1.676082e-01,0.884064,1.506759e-01,1.828702e-01
0,Q,1,57,2.738419634e-04,0.802978,0.504661,-0.259146,1.125187e-01,3.903403e-01,0.288258,1.398871e-01,1.672952e-01
0,Q,1,58,2.371373706e-04,0.849905,0.448857,-0.189516,6.995658e-02,5.084530e-01,0.137587,1.028647e-01,1.189080e-01
0,Q,1,59,2.053525026e-04,0.886105,0.396526,0.064823,5.264847e-01,8.160872e-02,6.451329,5.011502e-01,4.958223e-01
0,Q,1,60,1.778279410e-04,0.913831,0.348535,-0.317942,1.250089e-01,3.541935e-01,0.352940,1.348833e-01,1.582009e-01
0,Q,1,61,1.539926526e-04,0.934951,0.305203,-0.298509,1.153386e-01,1.745121e-01,0.660920,1.172632e-01,1.301886e-01
0,Q,1,62,1.333521432e-04,0.950977,0.266509,-0.041756,7.824778e-02,2.311321e-01,0.338541,8.199523e-02,8.349179e-02
0,Q,1,63,1.154781985e-04,0.963100,0.232234,-0.109244,1.580998e-01,2.281460e-01,0.692976,1.593922e-01,1.642105e-01
0,Q,2,0,1.000000000e+00,-0.000141,-0.000114,-0.968962,1.508818e+00,3.327745e+00,0.453406,2.418410e+00,2.418162e+00
0,Q,2,1,8.659643234e-01,-0.000513,0.000381,-0.929475,2.277699e+00,3.262738e-01,6.980945,1.301485e+00,1.301791e+00
0,Q,2,2,7.498942093e-01,-0.000302,-0.000091,0.479345,1.004544e+00,1.106132e-01,9.081589,5.574438e-01,5.574584e-01
0,Q,2,3,6.493816316e-01,-0.000082,0.000691,-0.848660,4.827234e-01,7.425421e-01,0.650096,6.126434e-01,6.129948e-01
0,Q,2,4,5.623413252e-01,-0.000657,0.000585,-0.040146,9.510490e-02,4.618211e-01,0.205934,2.785835e-01,2.785885e-01
0,Q,2,5,4.869675252e-01,-0.000345,0.000973,0.771111,3.043227e-01,5.053356e-01,0.602219,4.048638e-01,4.045696e-01
0,Q,2,6,4.216965034e-01,-0.000354,-0.000042,-0.090917,1.463244e-01,1.116167e+00,0.131095,6.314174e-01,6.314159e-01
0,Q,2,7,3.651741273e-01,0.000207,0.000125,0.038051,7.103099e-02,7.313034e-02,0.971293,7.208045e-02,7.208011e-02
0,Q,2,8,3.162277660e-01,0.000501,0.000498,-0.902272,1.311955e+00,2.859865e-01,4.587473,7.992276e-01,7.995027e-01
0,Q,2,9,2.738419634e-01,-0.000581,0.001707,0.028344,1.388601e-01,1.698124e-01,0.817726,1.543452e-01,1.543378e-01
0,Q,2,10,2.371373706e-01,-0.000989,0.001734,-0.798883,2.875586e-01,2.945452e-01,0.976280,2.910554e-01,2.914586e-01
0,Q,2,11,2.053525026e-01,-0.000937,0.000196,-0.718557,7.246399e-01,1.062207e-01,6.822022,4.151404e-01,4.151795e-01
0,Q,2,12,1.778279410e-01,-0.000637,0.000035,-0.296728,6.388450e-02,9.336752e-02,0.684226,7.863540e-02,7.863620e-02
0,Q,2,13,1.539926526e-01,0.000591,0.002928,0.638609,3.344421e-01,1.750647e-01,1.910391,2.548005e-01,2.543480e-01
0,Q,2,14,1.333521432e-01,-0.000775,0.000062,-0.257890,1.627998e-01,2.354772e-01,0.691361,1.991667e-01,1.991698e-01
0,Q,2,15,1.154781985e-01,0.001777,0.002740,-0.264975,1.827162e-01,9.902991e-02,1.845061,1.409474e-01,1.410451e-01
0,Q,2,16,1.000000000e-01,0.002108,0.001763,0.473175,1.077008e-01,1.436626e-01,0.749679,1.256438e-01,1.255401e-01
0,Q,2,17,8.659643234e-02,0.000356,0.005570,0.766325,1.692037e-01,4.102023e-01,0.412489,2.896601e-01,2.885354e-01
0,Q,2,18,7.498942093e-02,-0.002202,0.000644,-0.042477,1.328168e-01,1.601157e-01,0.829505,1.464963e-01,1.465003e-01
0,Q,2,19,6.493816316e-02,0.002888,0.005838,0.742046,1.635565e-01,1.837261e-01,0.890219,1.736122e-01,1.728612e-01
0,Q,2,20,5.623413252e-02,-0.004023,0.006479,0.351325,3.305229e-01,1.484862e-01,2.225950,2.391384e-01,2.386341e-01
0,Q,2,21,4.869675252e-02,-0.005259,0.004912,-0.558706,2.348072e-01,6.419477e-02,3.657730,1.490524e-01,1.493893e-01
0,Q,2,22,4.216965034e-02,-0.000137,0.011576,-0.037524,1.071685e-01,1.886751e-01,0.568005,1.479274e-01,1.479891e-01
0,Q,2,23,3.651741273e-02,-0.006439,0.004164,-0.682082,3.078181e-01,1.798699e-01,1.711337,2.434321e-01,2.441004e-01
0,Q,2,24,3.162277660e-02,-0.005526,0.013351,-0.458210,1.038720e-01,1.063438e-01,0.976757,1.051148e-01,1.057577e-01
0,Q,2,25,2.738419634e-02,-0.007252,0.003401,-0.008872,1.388485e-01,1.259073e-01,1.102784,1.323310e-01,1.323350e-01
0,Q,2,26,2.371373706e-02,0.002145,0.020309,-0.015626,1.486780e-01,1.453732e-01,1.022733,1.470292e-01,1.470758e-01
0,Q,2,27,2.053525026e-02,0.007325,0.021056,-0.280113,1.962673e-01,1.044813e-01,1.878493,1.507105e-01,1.515551e-01
0,Q,2,28,1.778279410e-02,-0.007991,0.025063,0.177277,1.695380e-01,1.157171e-01,1.465108,1.424125e-01,1.417902e-01
0,Q,2,29,1.539926526e-02,0.003815,0.000527,-0.000886,2.626485e-01,2.151311e-01,1.220876,2.389805e-01,2.389806e-01
0,Q,2,30,1.333521432e-02,-0.017483,0.024473,0.210928,1.768269e-01,1.868350e-01,0.946433,1.819185e-01,1.809802e-01
0,Q,2,31,1.154781985e-02,-0.004186,0.041912,0.401999,1.096198e-01,3.575521e-01,0.306584,2.341048e-01,2.307692e-01
0,Q,2,32,1.000000000e-02,-0.003392,0.048624,0.041518,1.640243e-01,8.055291e-02,2.036230,1.221470e-01,1.219150e-01
0,Q,2,33,8.659643234e-03,-0.022692,0.045249,-0.483753,5.136718e-01,5.462035e-02,9.404402,2.789376e-01,2.826041e-01
0,Q,2,34,7.498942093e-03,-0.021037,0.007504,-0.432931,2.386962e-01,1.738384e-01,1.373093,2.055851e-01,2.062469e-01
0,Q,2,35,6.493816316e-03,0.037170,0.033903,-0.513075,1.955978e-01,1.460777e-01,1.338998,1.717580e-01,1.746983e-01
0,Q,2,36,5.623413252e-03,-0.037860,0.065093,0.304367,2.061462e-01,4.676578e-01,0.440806,3.418524e-01,3.357009e-01
0,Q,2,37,4.869675252e-03,0.044471,0.027461,0.265037,9.505333e-01,1.318898e-01,7.207027,5.594144e-01,5.568374e-01
0,Q,2,38,4.216965034e-03,-0.058139,0.058002,-0.503098,3.682831e-01,1.305530e+00,0.282095,8.641519e-01,8.843858e-01
0,Q,2,39,3.651741273e-03,0.045170,0.115920,0.622736,3.751536e+00,3.326307e-02,112.783798,1.976376e+00,1.950876e+00
0,Q,2,40,3.162277660e-03,0.029071,0.005782,-0.789546,4.107139e-02,4.806506e+00,0.008545,2.354521e+00,2.356549e+00
0,Q,2,41,2.738419634e-03,-0.087176,0.069373,0.402033,2.469555e-01,2.002275e-01,1.233374,2.215548e-01,2.153529e-01
0,Q,2,42,2.371373706e-03,-0.029757,0.201586,-0.883561,1.345506e-01,1.625926e+00,0.082753,9.024277e-01,9.857362e-01
0,Q,2,43,2.053525026e-03,0.100528,0.181971,0.219126,1.027657e-01,1.053901e-01,0.975098,1.039460e-01,9.979623e-02
0,Q,2,44,1.778279410e-03,0.115461,0.063392,0.745704,4.035077e-01,8.684098e-01,0.464651,6.091196e-01,5.811368e-01
0,Q,2,45,1.539926526e-03,0.003861,0.000053,0.706615,1.326524e+00,2.138775e-01,6.202263,7.723487e-01,7.723288e-01
0,Q,2,46,1.333521432e-03,-0.134071,0.058145,0.550305,7.907579e-01,2.846396e-01,2.778102,5.037709e-01,4.885905e-01
0,Q,2,47,1.154781985e-03,-0.211624,0.207453,0.313534,1.070993e-01,1.775623e-01,0.603165,1.497866e-01,1.408171e-01
0,Q,2,48,1.000000000e-03,-0.199597,0.385077,0.116010,5.011781e-01,8.482907e-02,5.908094,2.514526e-01,2.422415e-01
0,Q,2,49,8.659643234e-04,-0.111657,0.540910,-0.671303,3.445275e-01,1.730011e-01,1.991475,2.491883e-01,3.378387e-01
0,Q,2,50,7.498942093e-04,0.022292,0.650353,0.712907,1.752549e+00,1.545280e-01,11.341299,9.713498e-01,7.300702e-01
0,Q,2,51,6.493816316e-04,0.173724,0.709245,0.370057,3.073591e-01,5.462414e-01,0.562680,4.060504e-01,2.985079e-01
0,Q,2,52,5.623413252e-04,0.322370,0.724679,-0.573940,6.478229e-02,1.049362e-01,0.617349,7.838705e-02,1.126798e-01
0,Q,2,53,4.869675252e-04,0.456647,0.707750,0.543047,1.981041e-01,1.780487e-01,1.112640,1.926555e-01,1.204727e-01
0,Q,2,54,4.216965034e-04,0.571593,0.669410,-0.238917,3.998083e-01,1.221540e-01,3.272986,3.403338e-01,3.756782e-01
0,Q,2,55,3.651741273e-04,0.666452,0.618679,-0.910353,6.310503e-01,7.098369e-01,0.889008,6.441899e-01,1.021142e+00
0,Q,2,56,3.162277660e-04,0.742743,0.562238,-0.339162,3.202439e-01,1.063840e-01,3.010265,2.927354e-01,3.279324e-01
0,Q,2,57,2.738419634e-04,0.802978,0.504661,-0.281820,1.023730e-01,5.035176e-01,0.203316,1.418901e-01,1.741804e-01
0,Q,2,58,2.371373706e-04,0.849905,0.448857,0.359286,1.125449e-01,3.573000e-01,0.314987,1.309132e-01,9.857416e-02
0,Q,2,59,2.053525026e-04,0.886105,0.396526,-0.617119,8.596016e-01,1.240008e-01,6.932225,8.177111e-01,8.976027e-01
0,Q,2,60,1.778279410e-04,0.913831,0.348535,0.228506,7.438676e-02,9.901078e-02,0.751300,7.544768e-02,6.861277e-02
0,Q,2,61,1.539926526e-04,0.934951,0.305203,0.249547,1.471370e-01,1.350293e+00,0.108967,1.862689e-01,1.523208e-01
0,Q,2,62,1.333521432e-04,0.950977,0.266509,-0.155426,9.153019e-02,1.233336e-01,0.742135,9.230975e-02,9.671083e-02
0,Q,2,63,1.154781985e-04,0.963100,0.232234,0.406478,1.026639e-01,9.206684e-02,1.115102,1.024684e-01,9.329092e-02
0,Q,3,0,1.000000000e+00,-0.000141,-0.000114,0.292794,4.128132e-01,3.900252e-01,1.058427,4.014176e-01,4.014311e-01
0,Q,3,1,8.659643234e-01,-0.000513,0.000381,0.425396,4.112719e-01,1.809640e-01,2.272672,2.960589e-01,2.960146e-01
0,Q,3,2,7.498942093e-01,-0.000302,-0.000091,-0.260405,9.307992e-02,1.904715e-01,0.488682,1.417904e-01,1.417872e-01
