layer,stream,head,band,theta_k,C_k,S_k,rho,sigma1_sq,sigma2_sq,var_ratio,rope_var_rho0,rope_var_full
0,Q,2,3,6.493816316e-01,-0.000082,0.000691,-0.565642,1.538637e+00,4.276724e-01,3.597701,9.831090e-01,9.834263e-01
0,Q,2,4,5.623413252e-01,-0.000657,0.000585,0.069887,5.244607e-01,1.622708e-01,3.232010,3.432467e-01,3.432348e-01
0,Q,2,5,4.869675252e-01,-0.000345,0.000973,0.222404,2.822730e-01,8.292635e-02,3.403900,1.825653e-01,1.825322e-01
0,Q,2,6,4.216965034e-01,-0.000354,-0.000042,0.443935,1.442224e-01,1.762385e+00,0.081834,9.535902e-01,9.535996e-01
0,Q,2,7,3.651741273e-01,0.000207,0.000125,0.502446,7.713241e-02,6.801145e-01,0.113411,3.785611e-01,3.785467e-01
0,Q,2,8,3.162277660e-01,0.000501,0.000498,0.077458,1.284250e-01,2.066653e-01,0.621416,1.675256e-01,1.675193e-01
0,Q,2,9,2.738419634e-01,-0.000581,0.001707,-0.038241,1.372275e-01,1.260011e-01,1.089098,1.316110e-01,1.316196e-01
0,Q,2,10,2.371373706e-01,-0.000989,0.001734,0.480167,2.558389e-01,4.322200e-02,5.919182,1.494253e-01,1.493377e-01
0,Q,2,11,2.053525026e-01,-0.000937,0.000196,-0.154018,1.449658e-01,6.404504e-02,2.263497,1.044675e-01,1.044704e-01
0,Q,2,12,1.778279410e-01,-0.000637,0.000035,-0.206445,7.475433e-02,3.103083e-02,2.409034,5.287866e-02,5.287901e-02
0,Q,2,13,1.539926526e-01,0.000591,0.002928,0.013287,2.672490e-01,5.906652e-02,4.524543,1.632192e-01,1.632144e-01
0,Q,2,14,1.333521432e-01,-0.000775,0.000062,-0.298289,2.398553e-01,5.801656e-02,4.134255,1.488654e-01,1.488676e-01
0,Q,2,15,1.154781985e-01,0.001777,0.002740,-0.043303,1.517171e-01,1.570374e-01,0.966121,1.543725e-01,1.543909e-01
0,Q,2,16,1.000000000e-01,0.002108,0.001763,-0.312832,5.787920e-02,1.977146e-01,0.292741,1.276495e-01,1.277085e-01
0,Q,2,17,8.659643234e-02,0.000356,0.005570,0.425111,1.088217e-01,1.024220e-01,1.062483,1.056230e-01,1.053730e-01
0,Q,2,18,7.498942093e-02,-0.002202,0.000644,-0.247133,4.551773e-01,5.466927e-02,8.326019,2.544824e-01,2.545075e-01
0,Q,2,19,6.493816316e-02,0.002888,0.005838,-0.193923,4.383014e-02,1.935663e-01,0.226435,1.184820e-01,1.185863e-01
0,Q,2,20,5.623413252e-02,-0.004023,0.006479,0.343959,2.357714e-01,4.310157e-02,5.470135,1.390489e-01,1.388243e-01
0,Q,2,21,4.869675252e-02,-0.005259,0.004912,-0.003713,4.103936e-01,9.514215e-02,4.313478,2.519390e-01,2.519426e-01
0,Q,2,22,4.216965034e-02,-0.000137,0.011576,0.292235,3.991903e-01,9.583063e-02,4.165582,2.474897e-01,2.468281e-01
0,Q,2,23,3.651741273e-02,-0.006439,0.004164,-0.189136,2.789847e-01,6.687860e-02,4.171509,1.722488e-01,1.723564e-01
0,Q,2,24,3.162277660e-02,-0.005526,0.013351,-0.067465,3.512335e-01,8.232695e-02,4.266324,2.160373e-01,2.161904e-01
0,Q,2,25,2.738419634e-02,-0.007252,0.003401,-0.078119,1.329034e-01,4.746696e-01,0.279991,3.050258e-01,3.050925e-01
0,Q,2,26,2.371373706e-02,0.002145,0.020309,-0.064943,1.930405e-01,4.654394e-02,4.147489,1.199494e-01,1.200744e-01
0,Q,2,27,2.053525026e-02,0.007325,0.021056,0.337400,9.742286e-02,8.541812e-02,1.140541,9.146446e-02,9.081637e-02
0,Q,2,28,1.778279410e-02,-0.007991,0.025063,0.335572,1.020859e-01,1.180492e-01,0.864774,1.101314e-01,1.092081e-01
0,Q,2,29,1.539926526e-02,0.003815,0.000527,0.267299,1.184532e-01,7.664630e-02,1.545452,9.762949e-02,9.761607e-02
0,Q,2,30,1.333521432e-02,-0.017483,0.024473,0.407904,9.658316e-02,1.450857e-01,0.665697,1.212584e-01,1.200767e-01
0,Q,2,31,1.154781985e-02,-0.004186,0.041912,0.543659,1.979084e-01,1.705900e-01,1.160141,1.841921e-01,1.800053e-01
0,Q,2,32,1.000000000e-02,-0.003392,0.048624,0.013197,7.941768e-02,5.723033e-02,1.387685,6.828637e-02,6.824311e-02
0,Q,2,33,8.659643234e-03,-0.022692,0.045249,0.113937,9.965016e-02,8.430238e-02,1.182056,9.180213e-02,9.132959e-02
0,Q,2,34,7.498942093e-03,-0.021037,0.007504,-0.140005,1.061499e-01,7.250966e-02,1.463942,8.897594e-02,8.906811e-02
0,Q,2,35,6.493816316e-03,0.037170,0.033903,-0.179712,1.201338e-01,8.039011e-02,1.494385,1.010006e-01,1.015993e-01
0,Q,2,36,5.623413252e-03,-0.037860,0.065093,-0.329072,1.440216e-01,9.017803e-02,1.597080,1.160805e-01,1.185217e-01
0,Q,2,37,4.869675252e-03,0.044471,0.027461,-0.208240,8.456099e-02,8.767574e-02,0.964474,8.604910e-02,8.654148e-02
0,Q,2,38,4.216965034e-03,-0.058139,0.058002,-0.032990,5.383377e-02,2.442078e-01,0.220442,1.545549e-01,1.547743e-01
0,Q,2,39,3.651741273e-03,0.045170,0.115920,0.349329,1.426768e-01,1.158453e-02,12.316150,8.009134e-02,7.844504e-02
0,Q,2,40,3.162277660e-03,0.029071,0.005782,-0.338041,2.019585e-02,2.063695e-01,0.097863,1.105766e-01,1.107027e-01
0,Q,2,41,2.738419634e-03,-0.087176,0.069373,-0.253443,8.639383e-02,2.154671e-01,0.400961,1.565565e-01,1.589554e-01
0,Q,2,42,2.371373706e-03,-0.029757,0.201586,-0.344782,5.122014e-01,9.491333e-01,0.539652,7.371682e-01,7.856287e-01
0,Q,2,43,2.053525026e-03,0.100528,0.181971,0.488619,9.342736e-02,1.254848e-01,0.744532,1.078447e-01,9.821742e-02
0,Q,2,44,1.778279410e-03,0.115461,0.063392,-0.320244,6.883546e-02,2.850628e-01,0.241475,1.644662e-01,1.673099e-01
0,Q,2,45,1.539926526e-03,0.003861,0.000053,-0.472299,1.850573e-01,1.785117e-01,1.036668,1.817972e-01,1.818017e-01
0,Q,2,46,1.333521432e-03,-0.134071,0.058145,0.308239,1.015802e-01,1.414908e-01,0.717928,1.242109e-01,1.220623e-01
0,Q,2,47,1.154781985e-03,-0.211624,0.207453,0.414524,1.788055e-01,1.598382e-01,1.118666,1.673149e-01,1.527770e-01
0,Q,2,48,1.000000000e-03,-0.199597,0.385077,0.006611,7.841884e-02,2.000750e-01,0.391947,1.513880e-01,1.510691e-01
0,Q,2,49,8.659643234e-04,-0.111657,0.540910,0.013943,2.156792e-01,9.997466e-02,2.157339,1.513673e-01,1.502599e-01
0,Q,2,50,7.498942093e-04,0.022292,0.650353,-0.243575,2.107840e-01,1.702747e-01,1.237906,1.909808e-01,2.209915e-01
0,Q,2,51,6.493816316e-04,0.173724,0.709245,-0.349591,1.250120e-01,1.768366e-01,0.706935,1.464227e-01,1.832880e-01
0,Q,2,52,5.623413252e-04,0.322370,0.724679,0.092589,7.545891e-02,9.336896e-02,0.808180,8.152711e-02,7.589514e-02
0,Q,2,53,4.869675252e-04,0.456647,0.707750,-0.005019,8.123631e-02,9.730087e-02,0.834898,8.560067e-02,8.591650e-02
0,Q,2,54,4.216965034e-04,0.571593,0.669410,-0.016930,9.587835e-02,8.771947e-02,1.093011,9.413069e-02,9.517002e-02
0,Q,2,55,3.651741273e-04,0.666452,0.618679,-0.478096,1.436728e-01,2.837266e-01,0.506377,1.670301e-01,2.267499e-01
0,Q,2,56,3.162277660e-04,0.742743,0.562238,-0.587943,7.024844e-02,1.194615e-01,0.588043,7.657865e-02,1.068609e-01
0,Q,2,57,2.738419634e-04,0.802978,0.504661,0.200494,8.471849e-02,2.502698e-01,0.338509,1.010271e-01,8.629397e-02
0,Q,2,58,2.371373706e-04,0.849905,0.448857,0.545635,1.162929e-01,2.274494e-01,0.511291,1.246350e-01,8.480322e-02
0,Q,2,59,2.053525026e-04,0.886105,0.396526,0.484227,1.834068e-01,9.055002e-02,2.025475,1.781188e-01,1.533747e-01
0,Q,2,60,1.778279410e-04,0.913831,0.348535,-0.192382,2.388277e-01,1.373688e-01,1.738588,2.344564e-01,2.466013e-01
0,Q,2,61,1.539926526e-04,0.934951,0.305203,-0.074327,1.075931e-01,5.901197e-02,1.823241,1.060130e-01,1.078206e-01
0,Q,2,62,1.333521432e-04,0.950977,0.266509,0.131791,7.620202e-02,1.953383e-01,0.390103,7.912225e-02,7.483701e-02
0,Q,2,63,1.154781985e-04,0.963100,0.232234,0.189184,7.627954e-02,1.089374e-01,0.700215,7.688208e-02,7.287708e-02
0,Q,3,0,1.000000000e+00,-0.000141,-0.000114,-0.980168,2.194131e+00,1.344383e+00,1.632073,1.769197e+00,1.769004e+00
0,Q,3,1,8.659643234e-01,-0.000513,0.000381,0.461410,1.946326e+00,3.710961e-02,52.448038,9.912278e-01,9.911805e-01
0,Q,3,2,7.498942093e-01,-0.000302,-0.000091,0.863925,9.015549e-01,2.852280e-01,3.160822,5.932985e-01,5.933386e-01
