layer,stream,head,band,theta_k,C_k,S_k,rho,sigma1_sq,sigma2_sq,var_ratio,rope_var_rho0,rope_var_full
0,Q,0,28,1.778279410e-02,-0.007991,0.025063,0.274410,5.493895e-01,5.672396e-01,0.968532,5.583859e-01,5.545465e-01
0,Q,0,29,1.539926526e-02,0.003815,0.000527,-0.145086,1.261932e-01,2.754860e-01,0.458075,2.005548e-01,2.005690e-01
0,Q,0,30,1.333521432e-02,-0.017483,0.024473,0.234538,6.460190e-01,9.217251e-01,0.700880,7.862821e-01,7.818530e-01
0,Q,0,31,1.154781985e-02,-0.004186,0.041912,0.215917,3.024957e-01,2.486618e-01,1.216494,2.754661e-01,2.729841e-01
0,Q,0,32,1.000000000e-02,-0.003392,0.048624,0.297968,7.526370e-01,1.224333e+00,0.614732,9.892849e-01,9.753770e-01
0,Q,0,33,8.659643234e-03,-0.022692,0.045249,-0.539850,5.814961e-01,1.840317e-01,3.159761,3.782541e-01,3.862451e-01
0,Q,0,34,7.498942093e-03,-0.021037,0.007504,0.343470,7.714217e-01,6.334845e-01,1.217744,7.010022e-01,6.992004e-01
0,Q,0,35,6.493816316e-03,0.037170,0.033903,-0.265846,6.480858e-01,1.265413e+00,0.512153,9.452764e-01,9.534384e-01
0,Q,0,36,5.623413252e-03,-0.037860,0.065093,-0.110273,4.482660e-01,8.475976e-01,0.528867,6.554911e-01,6.599156e-01
0,Q,0,37,4.869675252e-03,0.044471,0.027461,0.063536,2.238863e-01,8.905793e-01,0.251394,5.424086e-01,5.416296e-01
0,Q,0,38,4.216965034e-03,-0.058139,0.058002,0.622784,2.075609e-01,7.113972e+00,0.029177,3.861533e+00,3.817638e+00
0,Q,0,39,3.651741273e-03,0.045170,0.115920,-0.272478,7.952896e+00,3.762812e-02,211.355156,4.174028e+00,4.191306e+00
0,Q,0,40,3.162277660e-03,0.029071,0.005782,-0.301870,3.413197e-02,6.187588e+00,0.005516,3.021417e+00,3.022219e+00
0,Q,0,41,2.738419634e-03,-0.087176,0.069373,-0.464316,1.814103e-01,6.402789e-01,0.283330,4.308458e-01,4.418237e-01
0,Q,0,42,2.371373706e-03,-0.029757,0.201586,0.230295,5.290807e-02,1.093143e+00,0.048400,5.885028e-01,5.773382e-01
0,Q,0,43,2.053525026e-03,0.100528,0.181971,0.176069,4.984086e-01,3.637976e-01,1.370016,4.378692e-01,4.242262e-01
0,Q,0,44,1.778279410e-03,0.115461,0.063392,0.399760,1.374416e-01,9.860140e-01,0.139391,5.127391e-01,5.034101e-01
0,Q,0,45,1.539926526e-03,0.003861,0.000053,0.612103,2.365196e-01,2.059134e-01,1.148636,2.212756e-01,2.212684e-01
0,Q,0,46,1.333521432e-03,-0.134071,0.058145,-0.102391,1.255230e+00,2.346656e-01,5.349016,6.765341e-01,6.797653e-01
0,Q,0,47,1.154781985e-03,-0.211624,0.207453,0.030364,1.438828e-01,9.087541e-02,1.583297,1.117703e-01,1.110500e-01
0,Q,0,48,1.000000000e-03,-0.199597,0.385077,0.338226,2.341368e-01,2.475303e-01,0.945891,2.421702e-01,2.108154e-01
0,Q,0,49,8.659643234e-04,-0.111657,0.540910,-0.256312,3.365560e-01,9.537302e-02,3.528838,2.024996e-01,2.273387e-01
0,Q,0,50,7.498942093e-04,0.022292,0.650353,-0.236347,2.606497e+00,3.883283e-01,6.712098,1.522136e+00,1.676778e+00
0,Q,0,51,6.493816316e-04,0.173724,0.709245,0.012105,1.960930e-01,1.122784e+00,0.174649,5.789441e-01,5.749157e-01
0,Q,0,52,5.623413252e-04,0.322370,0.724679,0.456384,5.777340e-02,1.813927e-01,0.318499,9.965749e-02,6.580042e-02
0,Q,0,53,4.869675252e-04,0.456647,0.707750,0.460037,6.777059e-02,1.648238e-01,0.411170,9.413767e-02,5.972622e-02
0,Q,0,54,4.216965034e-04,0.571593,0.669410,0.520516,1.693315e-01,5.297560e-01,0.319641,2.465356e-01,1.421758e-01
0,Q,0,55,3.651741273e-04,0.666452,0.618679,-0.440863,2.251438e+00,1.352586e-01,16.645430,1.898514e+00,2.049030e+00
0,Q,0,56,3.162277660e-04,0.742743,0.562238,0.171995,2.891035e-01,1.173018e-01,2.464612,2.670049e-01,2.491968e-01
0,Q,0,57,2.738419634e-04,0.802978,0.504661,0.219238,1.723820e-01,2.672032e-01,0.645135,1.817229e-01,1.579774e-01
0,Q,0,58,2.371373706e-04,0.849905,0.448857,-0.296258,2.511402e-01,4.137038e-01,0.607053,2.633403e-01,3.062031e-01
0,Q,0,59,2.053525026e-04,0.886105,0.396526,0.246579,1.286598e+00,3.604466e-01,3.569454,1.233856e+00,1.167272e+00
0,Q,0,60,1.778279410e-04,0.913831,0.348535,-0.039724,6.561802e-01,5.591340e-01,1.173565,6.519989e-01,6.603853e-01
0,Q,0,61,1.539926526e-04,0.934951,0.305203,-0.015745,9.607881e-02,6.565625e-01,0.146336,1.143082e-01,1.155151e-01
0,Q,0,62,1.333521432e-04,0.950977,0.266509,-0.185052,5.817449e-01,7.166418e-01,0.811765,5.850514e-01,6.168951e-01
0,Q,0,63,1.154781985e-04,0.963100,0.232234,0.416597,9.591625e-02,1.771677e-01,0.541387,9.741533e-02,8.480345e-02
0,Q,1,0,1.000000000e+00,-0.000141,-0.000114,-0.825354,5.505993e-01,9.793384e-01,0.562216,7.649991e-01,7.649297e-01
0,Q,1,1,8.659643234e-01,-0.000513,0.000381,-0.485752,3.105615e-01,2.141775e-01,1.450019,2.623448e-01,2.623926e-01
0,Q,1,2,7.498942093e-01,-0.000302,-0.000091,-0.296674,1.553093e+00,4.085705e-01,3.801284,9.806590e-01,9.806374e-01
0,Q,1,3,6.493816316e-01,-0.000082,0.000691,-0.614297,3.232365e-01,7.401091e-01,0.436742,5.316900e-01,5.318977e-01
0,Q,1,4,5.623413252e-01,-0.000657,0.000585,0.562069,6.422288e-01,4.551447e-01,1.411043,5.486252e-01,5.484475e-01
0,Q,1,5,4.869675252e-01,-0.000345,0.000973,0.036809,9.505041e-01,1.155270e-01,8.227547,5.328715e-01,5.328597e-01
0,Q,1,6,4.216965034e-01,-0.000354,-0.000042,0.204348,4.617536e-01,1.475675e+00,0.312910,9.688936e-01,9.689007e-01
0,Q,1,7,3.651741273e-01,0.000207,0.000125,0.177193,6.411371e-02,6.509889e-01,0.098487,3.574906e-01,3.574861e-01
0,Q,1,8,3.162277660e-01,0.000501,0.000498,-0.154683,8.943598e-02,2.137846e-01,0.418346,1.515792e-01,1.515898e-01
0,Q,1,9,2.738419634e-01,-0.000581,0.001707,-0.385376,1.078288e-01,2.028792e-01,0.531492,1.553816e-01,1.554789e-01
0,Q,1,10,2.371373706e-01,-0.000989,0.001734,-0.615692,3.702611e-01,1.763324e-01,2.099791,2.732008e-01,2.734737e-01
0,Q,1,11,2.053525026e-01,-0.000937,0.000196,0.161838,2.721027e-01,9.421966e-02,2.887961,1.830778e-01,1.830727e-01
0,Q,1,12,1.778279410e-01,-0.000637,0.000035,-0.145487,1.283860e-01,1.622684e-01,0.791195,1.453380e-01,1.453388e-01
0,Q,1,13,1.539926526e-01,0.000591,0.002928,0.081963,3.504873e-01,1.310182e-01,2.675103,2.408176e-01,2.407662e-01
0,Q,1,14,1.333521432e-01,-0.000775,0.000062,-0.440362,2.814025e-01,2.047057e-01,1.374668,2.430244e-01,2.430310e-01
0,Q,1,15,1.154781985e-01,0.001777,0.002740,-0.354881,3.420424e-01,1.285254e-01,2.661284,2.354736e-01,2.356775e-01
0,Q,1,16,1.000000000e-01,0.002108,0.001763,0.348464,9.246121e-02,2.374284e-01,0.389428,1.647920e-01,1.647010e-01
0,Q,1,17,8.659643234e-02,0.000356,0.005570,0.238529,1.484922e-01,1.589167e-01,0.934402,1.537026e-01,1.534985e-01
0,Q,1,18,7.498942093e-02,-0.002202,0.000644,-0.333729,6.370383e-01,1.085654e-01,5.867785,3.722200e-01,3.722766e-01
0,Q,1,19,6.493816316e-02,0.002888,0.005838,-0.153777,7.038522e-02,2.631998e-01,0.267421,1.665141e-01,1.666363e-01
0,Q,1,20,5.623413252e-02,-0.004023,0.006479,0.391162,2.006096e-01,1.014808e-01,1.976824,1.508458e-01,1.504842e-01
0,Q,1,21,4.869675252e-02,-0.005259,0.004912,-0.352042,8.488355e-01,1.213014e-01,6.997740,4.831555e-01,4.837104e-01
0,Q,1,22,4.216965034e-02,-0.000137,0.011576,0.389618,6.122034e-01,8.092699e-02,7.564885,3.465289e-01,3.455249e-01
0,Q,1,23,3.651741273e-02,-0.006439,0.004164,-0.181187,3.200675e-01,1.041105e-01,3.074304,2.113938e-01,2.115315e-01
0,Q,1,24,3.162277660e-02,-0.005526,0.013351,-0.277344,5.681649e-01,1.673847e-01,3.394365,3.666675e-01,3.678094e-01
0,Q,1,25,2.738419634e-02,-0.007252,0.003401,0.218573,2.055683e-01,6.077322e-01,0.338255,4.081086e-01,4.078459e-01
0,Q,1,26,2.371373706e-02,0.002145,0.020309,0.290309,1.152507e-01,1.627332e-01,0.708219,1.389410e-01,1.381336e-01
0,Q,1,27,2.053525026e-02,0.007325,0.021056,0.546372,1.839828e-01,9.279323e-02,1.982718,1.387220e-01,1.372188e-01
0,Q,1,28,1.778279410e-02,-0.007991,0.025063,0.337686,1.611591e-01,1.062382e-01,1.516961,1.334792e-01,1.323718e-01
0,Q,1,29,1.539926526e-02,0.003815,0.000527,0.280573,3.871877e-01,1.128719e-01,3.430329,2.505531e-01,2.505222e-01
0,Q,1,30,1.333521432e-02,-0.017483,0.024473,0.080928,1.990085e-01,1.830976e-01,1.086898,1.909139e-01,1.905359e-01
0,Q,1,31,1.154781985e-02,-0.004186,0.041912,-0.803884,3.997762e-01,4.786101e-01,0.835286,4.393581e-01,4.540960e-01
0,Q,1,32,1.000000000e-02,-0.003392,0.048624,-0.289740,1.288182e-01,2.178003e-01,0.591451,1.734602e-01,1.758200e-01
0,Q,1,33,8.659643234e-03,-0.022692,0.045249,0.589965,1.510295e+00,2.021124e-01,7.472552,8.413610e-01,8.266120e-01
0,Q,1,34,7.498942093e-03,-0.021037,0.007504,-0.361391,1.026597e-01,1.135434e-01,0.904145,1.082160e-01,1.085088e-01
0,Q,1,35,6.493816316e-03,0.037170,0.033903,0.058837,1.798679e-01,1.823528e-01,0.986373,1.810641e-01,1.807029e-01
0,Q,1,36,5.623413252e-03,-0.037860,0.065093,-0.276565,1.385775e-01,1.781867e-01,0.777710,1.591319e-01,1.619608e-01
0,Q,1,37,4.869675252e-03,0.044471,0.027461,-0.338792,8.060059e-02,1.644364e-01,0.490163,1.206544e-01,1.217254e-01
0,Q,1,38,4.216965034e-03,-0.058139,0.058002,-0.324628,1.884609e-01,9.576847e-01,0.196788,5.954338e-01,6.034331e-01
0,Q,1,39,3.651741273e-03,0.045170,0.115920,0.414002,6.112353e+00,1.681929e-02,363.413325,3.202253e+00,3.186866e+00
0,Q,1,40,3.162277660e-03,0.029071,0.005782,-0.751463,3.026520e-02,5.276187e+00,0.005736,2.576974e+00,2.578710e+00
0,Q,1,41,2.738419634e-03,-0.087176,0.069373,0.561877,1.797967e-01,1.668562e-01,1.077555,1.727624e-01,1.660110e-01
0,Q,1,42,2.371373706e-03,-0.029757,0.201586,-0.716376,1.570819e-01,7.154747e-01,0.219549,4.445863e-01,4.929992e-01
0,Q,1,43,2.053525026e-03,0.100528,0.181971,0.584275,1.330840e-01,1.704857e-01,0.780617,1.499049e-01,1.338899e-01
0,Q,1,44,1.778279410e-03,0.115461,0.063392,-0.120521,2.176933e-01,3.488117e-01,0.624100,2.756829e-01,2.777882e-01
0,Q,1,45,1.539926526e-03,0.003861,0.000053,-0.060114,2.575311e-01,1.788857e-01,1.439640,2.183602e-01,2.183609e-01
0,Q,1,46,1.333521432e-03,-0.134071,0.058145,0.192106,1.105505e-01,1.923744e-01,0.574663,1.569475e-01,1.553186e-01
0,Q,1,47,1.154781985e-03,-0.211624,0.207453,0.197799,3.677365e-01,1.787585e-01,2.057169,2.532514e-01,2.427307e-01
0,Q,1,48,1.000000000e-03,-0.199597,0.385077,-0.055393,1.228391e-01,3.297177e-01,0.372558,2.469245e-01,2.512174e-01
0,Q,1,49,8.659643234e-04,-0.111657,0.540910,-0.044674,2.626824e-01,8.833208e-02,2.973805,1.657735e-01,1.694544e-01
0,Q,1,50,7.498942093e-04,0.022292,0.650353,-0.501950,2.904079e-01,4.084824e-01,0.710944,3.481291e-01,4.605638e-01
0,Q,1,51,6.493816316e-04,0.173724,0.709245,-0.119654,1.724417e-01,1.859768e-01,0.927222,1.780336e-01,1.932311e-01
0,Q,1,52,5.623413252e-04,0.322370,0.724679,-0.012091,1.624603e-01,1.537900e-01,1.056377,1.595227e-01,1.609077e-01
0,Q,1,53,4.869675252e-04,0.456647,0.707750,-0.096919,1.167585e-01,3.415526e-01,0.341846,1.778298e-01,1.915278e-01
0,Q,1,54,4.216965034e-04,0.571593,0.669410,-0.388897,2.633386e-01,1.969195e-01,1.337291,2.491114e-01,3.083943e-01
0,Q,1,55,3.651741273e-04,0.666452,0.618679,-0.344529,1.682034e-01,1.161937e-01,1.447612,1.595295e-01,1.893284e-01
0,Q,1,56,3.162277660e-04,0.742743,0.562238,-0.390941,1.686024e-01,1.787652e-01,0.943150,1.699096e-01,2.080693e-01
0,Q,1,57,2.738419634e-04,0.802978,0.504661,-0.205499,1.217365e-01,4.028672e-01,0.302175,1.494310e-01,1.723978e-01
0,Q,1,58,2.371373706e-04,0.849905,0.448857,-0.058817,6.671327e-02,4.188539e-01,0.159276,9.314061e-02,9.755374e-02
0,Q,1,59,2.053525026e-04,0.886105,0.396526,0.231738,4.982087e-01,7.852989e-02,6.344192,4.743092e-01,4.561334e-01
0,Q,1,60,1.778279410e-04,0.913831,0.348535,-0.307625,1.297130e-01,4.068412e-01,0.318830,1.416530e-01,1.662834e-01
0,Q,1,61,1.539926526e-04,0.934951,0.305203,-0.335051,1.175757e-01,1.692349e-01,0.694748,1.192559e-01,1.336804e-01
0,Q,1,62,1.333521432e-04,0.950977,0.266509,0.049816,8.597577e-02,2.387811e-01,0.360061,8.972128e-02,8.781901e-02
0,Q,1,63,1.154781985e-04,0.963100,0.232234,-0.105845,1.669250e-01,2.566231e-01,0.650468,1.685799e-01,1.736674e-01
0,Q,2,0,1.000000000e+00,-0.000141,-0.000114,-0.962631,1.513349e+00,3.619762e+00,0.418080,2.566704e+00,2.566446e+00
0,Q,2,1,8.659643234e-01,-0.000513,0.000381,-0.923502,2.455468e+00,3.744492e-01,6.557547,1.414424e+00,1.414762e+00
0,Q,2,2,7.498942093e-01,-0.000302,-0.000091,0.413741,1.206635e+00,1.211759e-01,9.957710,6.637416e-01,6.637561e-01
0,Q,2,3,6.493816316e-01,-0.000082,0.000691,-0.847516,5.501685e-01,8.100709e-01,0.679161,6.801304e-01,6.805216e-01
0,Q,2,4,5.623413252e-01,-0.000657,0.000585,0.177696,1.031337e-01,5.295279e-01,0.194765,3.164709e-01,3.164466e-01
0,Q,2,5,4.869675252e-01,-0.000345,0.000973,0.801171,3.887027e-01,5.367397e-01,0.724192,4.627467e-01,4.623907e-01
0,Q,2,6,4.216965034e-01,-0.000354,-0.000042,-0.073003,1.725109e-01,1.351724e+00,0.127623,7.623261e-01,7.623246e-01
0,Q,2,7,3.651741273e-01,0.000207,0.000125,0.076207,7.249641e-02,7.643461e-02,0.948476,7.446510e-02,7.446439e-02
0,Q,2,8,3.162277660e-01,0.000501,0.000498,-0.862454,1.424513e+00,3.699227e-01,3.850840,8.974818e-01,8.977934e-01
0,Q,2,9,2.738419634e-01,-0.000581,0.001707,-0.082735,1.484584e-01,2.567556e-01,0.578209,2.026384e-01,2.026660e-01
0,Q,2,10,2.371373706e-01,-0.000989,0.001734,-0.771276,3.837357e-01,4.116258e-01,0.932244,3.976946e-01,3.982262e-01
0,Q,2,11,2.053525026e-01,-0.000937,0.000196,-0.656225,9.193150e-01,1.139560e-01,8.067281,5.162580e-01,5.162996e-01
0,Q,2,12,1.778279410e-01,-0.000637,0.000035,-0.240947,9.460376e-02,8.097156e-02,1.168358,8.778332e-02,8.778406e-02
0,Q,2,13,1.539926526e-01,0.000591,0.002928,0.734088,4.561825e-01,2.248125e-01,2.029169,3.405658e-01,3.398775e-01
0,Q,2,14,1.333521432e-01,-0.000775,0.000062,-0.187521,2.250602e-01,3.643195e-01,0.617755,2.947438e-01,2.947471e-01
0,Q,2,15,1.154781985e-01,0.001777,0.002740,-0.226089,2.368040e-01,1.154022e-01,2.051988,1.762110e-01,1.763134e-01
0,Q,2,16,1.000000000e-01,0.002108,0.001763,0.564062,1.236611e-01,1.941692e-01,0.636873,1.588408e-01,1.586868e-01
0,Q,2,17,8.659643234e-02,0.000356,0.005570,0.816827,2.430032e-01,5.156879e-01,0.471222,3.792970e-01,3.776862e-01
0,Q,2,18,7.498942093e-02,-0.002202,0.000644,-0.060216,1.616613e-01,1.619597e-01,0.998158,1.618109e-01,1.618171e-01
0,Q,2,19,6.493816316e-02,0.002888,0.005838,0.795624,2.637596e-01,2.403401e-01,1.097443,2.520837e-01,2.509141e-01
0,Q,2,20,5.623413252e-02,-0.004023,0.006479,0.283906,2.943847e-01,1.740269e-01,1.691605,2.339637e-01,2.335473e-01
0,Q,2,21,4.869675252e-02,-0.005259,0.004912,-0.635112,2.649301e-01,6.949675e-02,3.812122,1.666995e-01,1.671228e-01
0,Q,2,22,4.216965034e-02,-0.000137,0.011576,-0.166639,1.120854e-01,2.906396e-01,0.385651,2.013747e-01,2.017229e-01
0,Q,2,23,3.651741273e-02,-0.006439,0.004164,-0.734283,4.156163e-01,1.968658e-01,2.111165,3.055368e-01,3.064114e-01
0,Q,2,24,3.162277660e-02,-0.005526,0.013351,-0.496421,1.118118e-01,1.284428e-01,0.870518,1.201732e-01,1.209675e-01
0,Q,2,25,2.738419634e-02,-0.007252,0.003401,0.211142,1.459051e-01,1.518939e-01,0.960572,1.489212e-01,1.488143e-01
0,Q,2,26,2.371373706e-02,0.002145,0.020309,-0.047867,1.648548e-01,1.465756e-01,1.124709,1.557348e-01,1.558859e-01
0,Q,2,27,2.053525026e-02,0.007325,0.021056,-0.370740,2.295339e-01,1.392187e-01,1.648729,1.847071e-01,1.861026e-01
0,Q,2,28,1.778279410e-02,-0.007991,0.025063,0.175836,1.819480e-01,1.191073e-01,1.527597,1.502766e-01,1.496278e-01
0,Q,2,29,1.539926526e-02,0.003815,0.000527,0.035288,4.010312e-01,2.078698e-01,1.929242,3.048190e-01,3.048136e-01
0,Q,2,30,1.333521432e-02,-0.017483,0.024473,0.015207,1.737564e-01,1.702043e-01,1.020870,1.719493e-01,1.718853e-01
0,Q,2,31,1.154781985e-02,-0.004186,0.041912,0.176197,1.479698e-01,5.850205e-01,0.252931,3.674098e-01,3.652371e-01
0,Q,2,32,1.000000000e-02,-0.003392,0.048624,0.092691,1.748974e-01,6.423796e-02,2.722648,1.193800e-01,1.189023e-01
0,Q,2,33,8.659643234e-03,-0.022692,0.045249,-0.042544,8.525024e-01,1.604122e-01,5.314448,4.986047e-01,4.993166e-01
0,Q,2,34,7.498942093e-03,-0.021037,0.007504,-0.609345,2.462099e-01,2.634111e-01,0.934698,2.549914e-01,2.561559e-01
0,Q,2,35,6.493816316e-03,0.037170,0.033903,-0.423244,2.297123e-01,1.629945e-01,1.409325,1.975934e-01,2.003699e-01
0,Q,2,36,5.623413252e-03,-0.037860,0.065093,0.377866,2.665516e-01,4.777459e-01,0.557936,3.761466e-01,3.673693e-01
0,Q,2,37,4.869675252e-03,0.044471,0.027461,0.112375,9.206508e-01,1.027331e-01,8.961577,5.298787e-01,5.289297e-01
0,Q,2,38,4.216965034e-03,-0.058139,0.058002,-0.473087,1.536591e-01,1.555619e+00,0.098777,8.953936e-01,9.088093e-01
0,Q,2,39,3.651741273e-03,0.045170,0.115920,0.256325,4.205431e+00,2.525790e-02,166.499630,2.209753e+00,2.200069e+00
0,Q,2,40,3.162277660e-03,0.029071,0.005782,-0.434881,3.427982e-02,5.462591e+00,0.006275,2.669533e+00,2.670621e+00
0,Q,2,41,2.738419634e-03,-0.087176,0.069373,0.366796,2.041828e-01,2.805045e-01,0.727913,2.456703e-01,2.395806e-01
0,Q,2,42,2.371373706e-03,-0.029757,0.201586,-0.729074,1.153963e-01,1.749617e+00,0.065955,9.568213e-01,1.022860e+00
0,Q,2,43,2.053525026e-03,0.100528,0.181971,0.337714,1.033913e-01,8.409649e-02,1.229437,9.471375e-02,8.898339e-02
0,Q,2,44,1.778279410e-03,0.115461,0.063392,0.778837,4.372166e-01,7.553542e-01,0.578823,5.779191e-01,5.495460e-01
0,Q,2,45,1.539926526e-03,0.003861,0.000053,0.669077,1.243952e+00,1.815058e-01,6.853509,7.147795e-01,7.147627e-01
0,Q,2,46,1.333521432e-03,-0.134071,0.058145,0.515694,8.105415e-01,3.088397e-01,2.624473,5.260588e-01,5.110565e-01
0,Q,2,47,1.154781985e-03,-0.211624,0.207453,0.339075,1.232397e-01,1.625475e-01,0.758176,1.470528e-01,1.370970e-01
0,Q,2,48,1.000000000e-03,-0.199597,0.385077,0.068608,3.964583e-01,7.889129e-02,5.025375,2.059821e-01,2.013097e-01
0,Q,2,49,8.659643234e-04,-0.111657,0.540910,-0.621178,3.030238e-01,1.592367e-01,1.902978,2.231028e-01,2.969105e-01
0,Q,2,50,7.498942093e-04,0.022292,0.650353,0.642151,1.599438e+00,1.582975e-01,10.103998,8.949305e-01,6.847913e-01
0,Q,2,51,6.493816316e-04,0.173724,0.709245,0.230066,3.057518e-01,4.814475e-01,0.635068,3.783383e-01,3.157336e-01
0,Q,2,52,5.623413252e-04,0.322370,0.724679,-0.494954,6.019610e-02,9.731435e-02,0.618574,7.277233e-02,1.002249e-01
0,Q,2,53,4.869675252e-04,0.456647,0.707750,0.519484,1.860366e-01,1.499051e-01,1.241029,1.762205e-01,1.148217e-01
0,Q,2,54,4.216965034e-04,0.571593,0.669410,-0.209472,3.510859e-01,1.172997e-01,2.993066,3.010081e-01,3.294641e-01
0,Q,2,55,3.651741273e-04,0.666452,0.618679,-0.895531,6.106240e-01,6.568430e-01,0.929635,6.183322e-01,9.692164e-01
0,Q,2,56,3.162277660e-04,0.742743,0.562238,-0.286027,2.476461e-01,9.259136e-02,2.674614,2.277017e-01,2.520533e-01
0,Q,2,57,2.738419634e-04,0.802978,0.504661,-0.203362,8.635953e-02,4.753948e-01,0.181659,1.246837e-01,1.454784e-01
0,Q,2,58,2.371373706e-04,0.849905,0.448857,0.287958,1.104031e-01,3.198864e-01,0.345132,1.261243e-01,1.018344e-01
0,Q,2,59,2.053525026e-04,0.886105,0.396526,-0.622058,7.059587e-01,1.263355e-01,5.587970,6.729507e-01,7.466146e-01
0,Q,2,60,1.778279410e-04,0.913831,0.348535,-0.005870,6.443722e-02,8.676621e-02,0.742653,6.539926e-02,6.555223e-02
0,Q,2,61,1.539926526e-04,0.934951,0.305203,0.226870,1.677700e-01,1.213793e+00,0.138220,2.017912e-01,1.705452e-01
0,Q,2,62,1.333521432e-04,0.950977,0.266509,-0.199428,9.581192e-02,1.363246e-01,0.702822,9.680495e-02,1.028792e-01
0,Q,2,63,1.154781985e-04,0.963100,0.232234,0.319100,9.211403e-02,8.908447e-02,1.034008,9.205813e-02,8.534512e-02
0,Q,3,0,1.000000000e+00,-0.000141,-0.000114,0.492522,4.252156e-01,3.576251e-01,1.188998,3.914156e-01,3.914376e-01
0,Q,3,1,8.659643234e-01,-0.000513,0.000381,0.488676,4.546694e-01,2.050640e-01,2.217207,3.298026e-01,3.297457e-01
0,Q,3,2,7.498942093e-01,-0.000302,-0.000091,-0.214572,9.516473e-02,2.313224e-01,0.411394,1.632641e-01,1.632612e-01
